STOP DATE,AGENCY NAME,JURISDICTION,REASON FOR STOP,PERSON TYPE,RACE,ETHNICITY,AGE,GENDER,ENGLISH SPEAKING,ACTION TAKEN,SPECIFIC VIOLATION,VIRGINIA CRIME CODE,PERSON SEARCHED,VEHICLE SEARCHED,ADDITIONAL ARREST,FORCE USED BY OFFICER,RESIDENCY
8/30/2022,Charlottesville Police Department,103,CALLS FOR SERVICE,DRIVER,WHITE,NOT HISPANIC OR LATINO,49,FEMALE,YES,CITATION/SUMMONS,46.2-646,REG6751I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
9/13/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,49,MALE,YES,CITATION/SUMMONS,18.2-266,DWI5413M1,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
9/13/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,PASSENGER,WHITE,NOT HISPANIC OR LATINO,49,MALE,YES,CITATION/SUMMONS,46.2-830,SIG6552I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
10/4/2022,Charlottesville Police Department,103,CALLS FOR SERVICE,OTHER INDIVIDUAL,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,49,FEMALE,YES,ARREST,19.2-306,PRB4850F9,YES,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
10/19/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,49,MALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
11/18/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,49,MALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
12/14/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,HISPANIC OR LATINO,49,FEMALE,YES,CITATION/SUMMONS,46.2-816,,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
1/27/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,49,MALE,YES,WARNING ISSUED,46.2-646,REG6751I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
2/22/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,49,MALE,YES,CITATION/SUMMONS,46.2-816,,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
2/24/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,49,FEMALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
2/26/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,49,MALE,YES,WARNING ISSUED,46.2-1049,EQU6507I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
3/1/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,49,MALE,YES,CITATION/SUMMONS,46.2-646,,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
3/3/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,49,MALE,YES,WARNING ISSUED,46.2-646,REG6751I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
3/13/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,49,MALE,YES,WARNING ISSUED,46.2-646,REG6751I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
3/13/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,49,FEMALE,YES,CITATION/SUMMONS,46.2-833,SIG6554I9,NO,NO,,NO,OUT OF STATE RESIDENT
3/30/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,49,FEMALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OUT OF STATE RESIDENT
3/30/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,49,FEMALE,YES,CITATION/SUMMONS,46.2-881,MOV6452I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
3/30/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,49,MALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
3/30/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,49,MALE,YES,CITATION/SUMMONS,46.2-1158,,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
4/7/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,49,FEMALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
5/4/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,49,MALE,YES,CITATION/SUMMONS,46.2-830,SIG6552I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
5/5/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,49,MALE,YES,WARNING ISSUED,46.2-835,SIG6557I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
5/30/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,HISPANIC OR LATINO,49,FEMALE,NO,CITATION/SUMMONS,46.2-852,REC6625M1,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
6/2/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,49,FEMALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
7/22/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,AMERICAN INDIAN OR ALASKA NATIVE,NOT HISPANIC OR LATINO,49,FEMALE,NO,CITATION/SUMMONS,46.2-829,WAY6939I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
10/5/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,49,FEMALE,YES,CITATION/SUMMONS,46.2-816,MOV6426I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
10/9/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,49,FEMALE,YES,WARNING ISSUED,46.2-830,SIG6552I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
11/12/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,49,MALE,YES,WARNING ISSUED,46.2-830,SIG6552I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
11/15/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,49,FEMALE,YES,CITATION/SUMMONS,46.2-1010,LIG6909I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
11/20/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,49,MALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
11/29/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,49,MALE,YES,CITATION/SUMMONS,46.2-878,MOV6481I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
12/8/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,49,MALE,YES,WARNING ISSUED,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
12/23/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,49,MALE,YES,WARNING ISSUED,46.2-818.2(C),MOV6588I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
8/4/2020,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,50,MALE,,WARNING ISSUED,46.2-833,,NO,NO,NO,,
9/29/2020,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,NOT HISPANIC OR LATINO,50,MALE,,CITATION/SUMMONS,46.2-806,,NO,NO,NO,,
9/29/2020,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,NOT HISPANIC OR LATINO,50,MALE,,CITATION/SUMMONS,46.2-862,,NO,NO,NO,,
11/20/2020,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,50,MALE,,CITATION/SUMMONS,46.2-875,,NO,NO,NO,,
1/4/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,NOT HISPANIC OR LATINO,50,FEMALE,,CITATION/SUMMONS,46.2-301,,NO,NO,NO,,
1/6/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,50,FEMALE,,WARNING ISSUED,46.2-646,,NO,NO,NO,,
1/25/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,BLACK OR AFRICAN AMERICAN,UNKNOWN,50,FEMALE,,CITATION/SUMMONS,46.2-874,,NO,NO,NO,,
1/26/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,50,MALE,,CITATION/SUMMONS,46.2-300,,NO,NO,NO,,
2/4/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,UNKNOWN,UNKNOWN,50,FEMALE,,CITATION/SUMMONS,46.2-804,,NO,NO,NO,,
3/8/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,50,FEMALE,,CITATION/SUMMONS,46.2-862(i),,NO,NO,NO,,
3/8/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,UNKNOWN,50,MALE,,CITATION/SUMMONS,46.2-874,,NO,NO,NO,,
3/19/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,HISPANIC OR LATINO,50,MALE,,CITATION/SUMMONS,46.2-833,,NO,NO,NO,,
3/30/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,50,MALE,,CITATION/SUMMONS,46.2-875,,NO,NO,NO,,
4/25/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,NOT HISPANIC OR LATINO,50,MALE,,CITATION/SUMMONS,46.2-821,,NO,NO,NO,,
5/11/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,NOT HISPANIC OR LATINO,50,MALE,,CITATION/SUMMONS,46.2-1158,,NO,NO,NO,,
5/23/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,50,MALE,,WARNING ISSUED,46.2-804,,YES,NO,NO,,
6/12/2021,Charlottesville Police Department,CHARLOTTESVILLE,EQUIPMENT VIOLATION,,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,50,MALE,,WARNING ISSUED,46.2-646,,NO,NO,NO,,
6/12/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,50,MALE,,CITATION/SUMMONS,46.2-646,,NO,NO,NO,,
7/8/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,ASIAN OR NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER,NOT HISPANIC OR LATINO,50,MALE,YES,ARREST,18.2-266,DWI5443M1,YES,YES,,NO,RESIDENT OF CITY/COUNTY OF STOP
7/18/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,ASIAN OR NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER,NOT HISPANIC OR LATINO,50,MALE,YES,ARREST,18.2-266,,YES,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
7/27/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,50,FEMALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
7/29/2021,Charlottesville Police Department,CHARLOTTESVILLE,CALLS FOR SERVICE,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,50,MALE,YES,CITATION/SUMMONS,46.2-816,MOV6426I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
8/15/2021,Charlottesville Police Department,CHARLOTTESVILLE,OTHER INVESTIGATIVE DETENTION,OTHER INDIVIDUAL,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,50,MALE,YES,NO ENFORCEMENT ACTION,16.1-253.2,,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
9/9/2021,Charlottesville Police Department,CHARLOTTESVILLE,CALLS FOR SERVICE,OTHER INDIVIDUAL,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,50,MALE,YES,NO ENFORCEMENT ACTION,18.2-57,,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
9/15/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,50,FEMALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
10/1/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,50,MALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
10/1/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,50,MALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
10/11/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,UNKNOWN,HISPANIC OR LATINO,50,MALE,NO,CITATION/SUMMONS,46.2-816,MOV6426I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
10/19/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,50,MALE,YES,CITATION/SUMMONS,46.2-613(2),REG6701M2,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
10/22/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,50,MALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
10/28/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,50,MALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
11/10/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,50,FEMALE,YES,CITATION/SUMMONS,46.2-707,LIC6805M3,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
11/22/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,50,MALE,YES,CITATION/SUMMONS,46.2-301,LIC6866M1,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
12/1/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,50,FEMALE,YES,CITATION/SUMMONS,46.2-806,MOV6458I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
1/25/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,50,FEMALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OUT OF STATE RESIDENT
2/2/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,50,MALE,YES,CITATION/SUMMONS,46.2-830,SIG6552I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
2/22/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,50,FEMALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
2/25/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,50,MALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
2/28/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,50,FEMALE,YES,WARNING ISSUED,46.2-833,SIG6554I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
3/1/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,HISPANIC OR LATINO,50,MALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OUT OF STATE RESIDENT
3/24/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,50,FEMALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
3/28/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,50,MALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
4/1/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,50,FEMALE,YES,CITATION/SUMMONS,46.2-1158,REG6695S9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
4/20/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,50,MALE,YES,CITATION/SUMMONS,46.2-818.2A,MOV6588I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
4/25/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,50,FEMALE,YES,CITATION/SUMMONS,46.2-1158,REG6695S9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
4/28/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,UNKNOWN,HISPANIC OR LATINO,50,FEMALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,OUT OF STATE RESIDENT
4/29/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,50,MALE,YES,CITATION/SUMMONS,46.2-646,REG6751I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
5/9/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,50,MALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
5/11/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,50,MALE,YES,WARNING ISSUED,46.2-875,MOV6465I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
5/17/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,HISPANIC OR LATINO,50,MALE,YES,CITATION/SUMMONS,46.2-300,LIC6808M2,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
5/17/2022,Charlottesville Police Department,103,CALLS FOR SERVICE,DRIVER,WHITE,HISPANIC OR LATINO,50,MALE,YES,CITATION/SUMMONS,46.2-300,LIC6808M2,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
5/20/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,UNKNOWN,NOT HISPANIC OR LATINO,50,MALE,YES,CITATION/SUMMONS,46.2-646,REG6751I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
6/7/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,50,FEMALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
6/14/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,50,FEMALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
6/30/2022,Charlottesville Police Department,103,CALLS FOR SERVICE,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,50,MALE,YES,ARREST,18.2-103,LAR2354F9,YES,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
7/8/2022,Charlottesville Police Department,103,CALLS FOR SERVICE,OTHER INDIVIDUAL,WHITE,NOT HISPANIC OR LATINO,50,MALE,YES,NO ENFORCEMENT ACTION,18.2-119,TRS5709M1,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
8/5/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,50,FEMALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
8/15/2022,Charlottesville Police Department,103,CALLS FOR SERVICE,DRIVER,WHITE,NOT HISPANIC OR LATINO,50,MALE,YES,CITATION/SUMMONS,46.2-833,SIG6554I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
8/30/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,50,FEMALE,YES,CITATION/SUMMONS,46.2-878,MOV6481I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
9/14/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,50,FEMALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
9/15/2022,Charlottesville Police Department,103,EQUIPMENT VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,50,FEMALE,YES,WARNING ISSUED,46.2-646,REG6751I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
9/18/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,HISPANIC OR LATINO,50,MALE,YES,CITATION/SUMMONS,46.2-300,LIC6808M2,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
9/18/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,50,MALE,NO,CITATION/SUMMONS,46.2-300,LIC6808M2,NO,NO,,NO,OUT OF STATE RESIDENT
9/22/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,50,FEMALE,YES,CITATION/SUMMONS,46.2-300,LIC6808M2,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
10/15/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,50,FEMALE,YES,WARNING ISSUED,46.2-833,SIG6554I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
11/1/2022,Charlottesville Police Department,103,CALLS FOR SERVICE,OTHER INDIVIDUAL,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,50,MALE,YES,NO ENFORCEMENT ACTION,18.2-91,BUR2214F2,NO,NO,,YES,RESIDENT OF CITY/COUNTY OF STOP
11/16/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,50,MALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
12/7/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,50,MALE,YES,CITATION/SUMMONS,46.2-830,SIG6552I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
12/10/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,50,MALE,YES,CITATION/SUMMONS,46.2-878,MOV6481I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
