_id,STOP_DATE,AGENCY NAME,LOCATION,JURISDICTION,REASON FOR STOP,PERSON TYPE,RACE,ETHNICITY,AGE,GENDER,ENGLISH SPEAKING,ACTION TAKEN,SPECIFIC VIOLATION,VIRGINIA CRIME CODE,PERSON SEARCHED,VEHICLE SEARCHED,ADDITIONAL ARREST,FORCE USED BY OFFICER,FORCE USED BY SUBJECT,RESIDENCY,VIOLATION TYPE
734392,10/26/2024 0:00,Charlottesville Police Department,10TH ST NW AT PRESTON AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,50,Female,Y,Warning Issued,46.2-1013,,N,N,,N,N,Other Virginia jurisdiction resident,
734393,10/26/2024 0:00,Charlottesville Police Department,WERTLAND AT 14TH ST NW,Charlottesville (103),Traffic Violation,Driver,Asian or Native Hawaiian or Other Pacific Islander,Non-Hispanic or Latino,25,Male,Y,Warning Issued,46.2-821,,N,N,,N,N,Out of State resident,
734394,10/26/2024 0:00,Charlottesville Police Department,5TH ST SW AT HARRIS RD,Charlottesville (103),Accident,Driver,White,Non-Hispanic or Latino,28,Male,Y,Citation/Summons,46.2-833,,N,N,,N,N,Other Virginia jurisdiction resident,
734395,10/26/2024 0:00,Charlottesville Police Department,PRESTON AT MADISON,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,57,Female,Y,Warning Issued,46.2-1030(B),,N,N,,N,N,Other Virginia jurisdiction resident,
734396,10/30/2024 0:00,Charlottesville Police Department,EMMET ST N AT EARHART ST,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,43,Male,Y,Warning Issued,46.2-833,,N,N,,N,N,Resident of city/county of stop,
734397,10/31/2024 0:00,Charlottesville Police Department,2000 BARRACKS RD,Charlottesville (103),Traffic Violation,Driver,Unknown,Hispanic or Latino,37,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
734398,10/30/2024 0:00,Charlottesville Police Department,JPA AT FONTAINE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,43,Female,Y,Warning Issued,46.2-715,,N,N,,N,N,Other Virginia jurisdiction resident,
734399,10/15/2024 0:00,Charlottesville Police Department,RIDGE/MCINTIRE,Charlottesville (103),Traffic Violation,Driver,Unknown,Non-Hispanic or Latino,56,Male,Y,Citation/Summons,46.2-833,,N,N,,N,N,Resident of city/county of stop,
734400,10/30/2024 0:00,Charlottesville Police Department,LEE ST AT ROOSEVELT BROWN BLV,Charlottesville (103),Accident,Driver,White,Hispanic or Latino,17,Male,Y,Citation/Summons,46.2-300,,N,N,,N,N,Other Virginia jurisdiction resident,
734401,10/29/2024 0:00,Charlottesville Police Department,1100 5TH ST SW,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,25,Female,Y,Citation/Summons,46.2-878,,N,N,,N,N,Other Virginia jurisdiction resident,
734402,10/29/2024 0:00,Charlottesville Police Department,1100 5TH ST SW,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,20,Male,Y,Citation/Summons,46.2-878,,N,N,,N,N,Other Virginia jurisdiction resident,
734403,10/31/2024 0:00,Charlottesville Police Department,CHERRY AT BAKER,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,35,Female,Y,Warning Issued,46.2-646,,N,N,,N,N,Other Virginia jurisdiction resident,
734404,10/31/2024 0:00,Charlottesville Police Department,900 MONTICELLO AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,17,Male,Y,Warning Issued,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
734405,10/31/2024 0:00,Charlottesville Police Department,9TH ST NE,Charlottesville (103),Traffic Violation,Driver,Unknown,Non-Hispanic or Latino,34,Male,N,Warning Issued,46.2-300,,N,N,,N,N,Resident of city/county of stop,
734406,10/30/2024 0:00,Charlottesville Police Department,1000 5TH ST SW,Charlottesville (103),Traffic Violation,Driver,American Indian or Alaska Native,Non-Hispanic or Latino,32,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Resident of city/county of stop,
734407,10/29/2024 0:00,Charlottesville Police Department,1000 5TH ST SW,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,34,Male,Y,Citation/Summons,46.2-875,,N,N,,N,N,Resident of city/county of stop,
734408,10/29/2024 0:00,Charlottesville Police Department,900 MONTICELLO AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,33,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
734409,10/29/2024 0:00,Charlottesville Police Department,1000 5TH ST SW,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,33,Female,Y,Warning Issued,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
734410,10/29/2024 0:00,Charlottesville Police Department,500 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,33,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
734411,10/29/2024 0:00,Charlottesville Police Department,1000 5TH ST SW,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,36,Male,Y,Citation/Summons,46.2-875,,N,N,,N,N,Resident of city/county of stop,
734412,10/30/2024 0:00,Charlottesville Police Department,1000 5TH ST SW,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,26,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Resident of city/county of stop,
734413,10/30/2024 0:00,Charlottesville Police Department,900 MONTICELLO AVE,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,58,Male,Y,Citation/Summons,46.2-301,,N,N,,N,N,Resident of city/county of stop,
734414,10/29/2024 0:00,Charlottesville Police Department,MEADE AVE AT WATER ST,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,21,Male,Y,Warning Issued,46.2-300,,N,N,,N,N,Resident of city/county of stop,
734415,10/29/2024 0:00,Charlottesville Police Department,HARRIS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,30,Female,Y,Citation/Summons,46.2-646,,N,N,,N,N,Other Virginia jurisdiction resident,
734416,10/29/2024 0:00,Charlottesville Police Department,CARLTON AVE AT REIVES ST,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,76,Female,Y,Warning Issued,46.2-821,,N,N,,N,N,Resident of city/county of stop,
734417,10/18/2024 0:00,Charlottesville Police Department,200 E WATER ST,Charlottesville (103),Traffic Violation,Driver,White,Hispanic or Latino,25,Female,Y,Citation/Summons,46.2-833,,N,N,,N,N,Resident of city/county of stop,
734418,10/6/2024 0:00,Charlottesville Police Department,RIDGEMCINTIRE,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,22,Female,Y,Warning Issued,46.2-301,,N,N,,N,N,Other Virginia jurisdiction resident,
734419,10/7/2024 0:00,Charlottesville Police Department,1500 RUGBY AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,22,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Out of State resident,
734420,10/6/2024 0:00,Charlottesville Police Department,GORDON AT 14TH STREET,Charlottesville (103),Traffic Violation,Driver,White,Hispanic or Latino,40,Male,Y,Citation/Summons,46.2-821,,N,N,,N,N,Resident of city/county of stop,
734421,10/6/2024 0:00,Charlottesville Police Department,RIDGEMCINTIRE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,28,Male,Y,Warning Issued,46.2-830,,N,N,,N,N,Resident of city/county of stop,
734422,10/6/2024 0:00,Charlottesville Police Department,W HIGH,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,71,Female,Y,Warning Issued,46.2-646,,N,N,,N,N,Other Virginia jurisdiction resident,
734423,10/7/2024 0:00,Charlottesville Police Department,600 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,21,Male,Y,Citation/Summons,46.2-875,,N,N,,N,N,Resident of city/county of stop,
734424,10/7/2024 0:00,Charlottesville Police Department,E MARKET ST,Charlottesville (103),Equipment Violation,Driver,White,Non-Hispanic or Latino,40,Male,Y,Warning Issued,46.2-646,,N,N,,N,N,Resident of city/county of stop,
734425,10/7/2024 0:00,Charlottesville Police Department,2000 GREENBRIER DR,Charlottesville (103),Traffic Violation,Driver,Unknown,Hispanic or Latino,39,Female,N,Citation/Summons,46.2-300,,N,N,,N,N,Resident of city/county of stop,
734426,10/7/2024 0:00,Charlottesville Police Department,2000 BARRACKS RD,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,22,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
734427,10/7/2024 0:00,Charlottesville Police Department,2000 BARRACKS RD,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,26,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
734428,10/6/2024 0:00,Charlottesville Police Department,EMARKET AT FAIRWAY,Charlottesville (103),Traffic Violation,Driver,White,Hispanic or Latino,62,Male,Y,Citation/Summons,46.2-300,,N,N,,N,N,Resident of city/county of stop,
734429,10/5/2024 0:00,Charlottesville Police Department,1700 EMMET ST,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,23,Male,Y,Warning Issued,46.2-1049,,N,N,,N,N,Resident of city/county of stop,
734430,10/5/2024 0:00,Charlottesville Police Department,BYPASS WB AT JW PARKWAY,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,17,Male,Y,Warning Issued,46.2-1010,,N,N,,N,N,Resident of city/county of stop,
734431,10/5/2024 0:00,Charlottesville Police Department,E MARKET,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,63,Female,Y,Warning Issued,46.2-301,,N,N,,N,N,Resident of city/county of stop,
734432,10/4/2024 0:00,Charlottesville Police Department,UNIVERSITY AT 14TH,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,18,Female,Y,Warning Issued,46.2-1030(B),,N,N,,N,N,Resident of city/county of stop,
734433,10/5/2024 0:00,Charlottesville Police Department,1500 RUGBY AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,73,Male,Y,Warning Issued,46.2-874,,N,N,,N,N,Resident of city/county of stop,
734434,10/6/2024 0:00,Charlottesville Police Department,14TH STREET,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,22,Female,Y,Warning Issued,46.2-821,,N,N,,N,N,Out of State resident,
734435,10/6/2024 0:00,Charlottesville Police Department,14TH ST NW AT GORDON AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,25,Male,Y,Warning Issued,46.2-830,,N,N,,N,N,Resident of city/county of stop,
734436,10/6/2024 0:00,Charlottesville Police Department,14TH STREET,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,21,Female,Y,Warning Issued,46.2-821,,N,N,,N,N,Out of State resident,
734437,10/5/2024 0:00,Charlottesville Police Department,BYPASS WB AT MEADOWBROOK EXIT,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,19,Male,Y,Warning Issued,46.2-878,,N,N,,N,N,Resident of city/county of stop,
734438,10/5/2024 0:00,Charlottesville Police Department,BYPASS EB AT CFD1,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,27,Male,Y,Warning Issued,46.2-878,,N,N,,N,N,Resident of city/county of stop,
734439,10/9/2024 0:00,Charlottesville Police Department,200 RIDGE MCINTIRE RD,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,24,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
734440,10/9/2024 0:00,Charlottesville Police Department,500 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,30,Female,Y,Warning Issued,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
734441,10/8/2024 0:00,Charlottesville Police Department,300 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,70,Male,Y,Citation/Summons,46.2-875,,N,N,,N,N,Resident of city/county of stop,
734442,10/8/2024 0:00,Charlottesville Police Department,400 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,24,Male,Y,Citation/Summons,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
734443,10/8/2024 0:00,Charlottesville Police Department,500 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,70,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Resident of city/county of stop,
734444,10/9/2024 0:00,Charlottesville Police Department,RIDGE ST AT RIDGE-MCINTIRE RD,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,78,Male,Y,Citation/Summons,46.2-833,,N,N,,N,N,Other Virginia jurisdiction resident,
734445,10/9/2024 0:00,Charlottesville Police Department,GRADY AVE AT PRESTON PL,Charlottesville (103),Traffic Violation,Driver,White,Hispanic or Latino,31,Female,N,Citation/Summons,46.2-300,,N,N,,N,N,Resident of city/county of stop,
734446,10/9/2024 0:00,Charlottesville Police Department,400 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,83,Male,Y,Warning Issued,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
734447,10/9/2024 0:00,Charlottesville Police Department,500 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,63,Male,Y,Citation/Summons,46.2-875,,N,N,,N,N,Resident of city/county of stop,
734448,10/9/2024 0:00,Charlottesville Police Department,10th St Nw,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,45,Female,Y,Warning Issued,46.2-825,,N,N,,N,N,Other Virginia jurisdiction resident,
734449,10/8/2024 0:00,Charlottesville Police Department,300 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,23,Male,Y,Citation/Summons,46.2-875,,N,N,,N,N,Out of State resident,
734450,10/7/2024 0:00,Charlottesville Police Department,BARRACKS RD AT 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,28,Male,Y,Citation/Summons,46.2-818.2(C),,N,N,,N,N,Other Virginia jurisdiction resident,
734451,10/7/2024 0:00,Charlottesville Police Department,MCINTIRE RD AT RUGBY AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,24,Female,Y,Warning Issued,46.2-862(I),,N,N,,N,N,Other Virginia jurisdiction resident,
734452,10/7/2024 0:00,Charlottesville Police Department,PRESTON AVE AT ROSE HILL DR,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,76,Female,Y,Warning Issued,46.2-833,,N,N,,N,N,Resident of city/county of stop,
734453,10/6/2024 0:00,Charlottesville Police Department,PARK ST ON RAMP 250 BYPASS E AT 250 BYPASS E,Charlottesville (103),Accident,Driver,White,Non-Hispanic or Latino,37,Female,Y,Citation/Summons,46.2-816,,N,N,,N,N,Resident of city/county of stop,
734454,10/6/2024 0:00,Charlottesville Police Department,MEADE AVE,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,72,Female,Y,Warning Issued,46.2-878,,N,N,,N,N,Resident of city/county of stop,
734455,10/8/2024 0:00,Charlottesville Police Department,500 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,Asian or Native Hawaiian or Other Pacific Islander,Non-Hispanic or Latino,20,Male,Y,Citation/Summons,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
734456,10/8/2024 0:00,Charlottesville Police Department,500 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,64,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
734457,10/8/2024 0:00,Charlottesville Police Department,300 MEADE AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,22,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
734458,10/7/2024 0:00,Charlottesville Police Department,BARRACKS RD AT HILLTOP DR,Charlottesville (103),Traffic Violation,Driver,American Indian or Alaska Native,Non-Hispanic or Latino,24,Male,N,Citation/Summons,46.2-816,,N,N,,N,N,Out of State resident,
734459,10/8/2024 0:00,Charlottesville Police Department,700 LOCUST AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,23,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Out of State resident,
734460,10/2/2024 0:00,Charlottesville Police Department,700 LOCUST AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,51,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
734461,10/2/2024 0:00,Charlottesville Police Department,700 LOCUST AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,32,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
734462,10/1/2024 0:00,Charlottesville Police Department,LEWIS MOUNTAIN RD AT CAMERON LN,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,40,Female,Y,Warning Issued,46.2-821,,N,N,,N,N,Other Virginia jurisdiction resident,
734463,10/1/2024 0:00,Charlottesville Police Department,W MARKET ST AT RIDGE-MCINTIRE RD,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,25,Male,Y,Warning Issued,46.2-825,,N,N,,N,N,Resident of city/county of stop,
734464,10/1/2024 0:00,Charlottesville Police Department,LEWIS MOUNTAIN RD AT CAMERON LN,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,22,Female,Y,Warning Issued,46.2-821,,N,N,,N,N,Other Virginia jurisdiction resident,
734465,10/2/2024 0:00,Charlottesville Police Department,1000 5TH ST SW,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,58,Female,Y,Warning Issued,46.2-875,,N,N,,N,N,Resident of city/county of stop,
734466,10/2/2024 0:00,Charlottesville Police Department,1000 5TH ST SW,Charlottesville (103),Traffic Violation,Driver,American Indian or Alaska Native,Non-Hispanic or Latino,37,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Resident of city/county of stop,
734467,10/2/2024 0:00,Charlottesville Police Department,900 5TH ST SW,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,22,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
734468,10/2/2024 0:00,Charlottesville Police Department,AVON ST AT LEVY AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,61,Male,Y,Warning Issued,46.2-833,,N,N,,N,N,Other Virginia jurisdiction resident,
734469,10/2/2024 0:00,Charlottesville Police Department,900 MONTICELLO AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,55,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Out of State resident,
734470,10/1/2024 0:00,Charlottesville Police Department,RUGBY RD AT BARRACKS RD,Charlottesville (103),Equipment Violation,Driver,Black or African American,Non-Hispanic or Latino,25,Male,Y,Warning Issued,46.2-300,,N,N,,N,N,Resident of city/county of stop,
734471,10/1/2024 0:00,Charlottesville Police Department,1700 CHERRY AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,42,Female,Y,Citation/Summons,46.2-830,,N,N,,N,N,Resident of city/county of stop,
734472,10/1/2024 0:00,Charlottesville Police Department,200 CLEVELAND AVE,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,36,Female,Y,Citation/Summons,46.2-830,,N,N,,N,N,Resident of city/county of stop,
734473,10/1/2024 0:00,Charlottesville Police Department,200 CLEVELAND AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,26,Female,Y,Citation/Summons,46.2-830,,N,N,,N,N,Resident of city/county of stop,
734474,10/1/2024 0:00,Charlottesville Police Department,1700 CHERRY AVE,Charlottesville (103),Traffic Violation,Driver,Asian or Native Hawaiian or Other Pacific Islander,Non-Hispanic or Latino,36,Male,Y,Citation/Summons,46.2-830,,N,N,,N,N,Other Virginia jurisdiction resident,
734475,10/1/2024 0:00,Charlottesville Police Department,1700 CHERRY AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,43,Male,Y,Citation/Summons,46.2-830,,N,N,,N,N,Resident of city/county of stop,
734476,10/1/2024 0:00,Charlottesville Police Department,1200 EMMET ST N,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,39,Male,Y,Warning Issued,46.2-818.2(C),,N,N,,N,N,Other Virginia jurisdiction resident,
734477,10/1/2024 0:00,Charlottesville Police Department,EMMET ST N AT MASSIE RD,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,22,Male,Y,Citation/Summons,46.2-818.2(C),,N,N,,N,N,Other Virginia jurisdiction resident,
734478,10/1/2024 0:00,Charlottesville Police Department,400 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,41,Female,Y,Citation/Summons,46.2-861,,N,N,,N,N,Resident of city/county of stop,
734479,10/1/2024 0:00,Charlottesville Police Department,RIDGE ST AT MONTICELLO AVE,Charlottesville (103),Traffic Violation,Driver,Asian or Native Hawaiian or Other Pacific Islander,Non-Hispanic or Latino,48,Female,Y,Warning Issued,46.2-646,,N,N,,N,N,Resident of city/county of stop,
734480,10/1/2024 0:00,Charlottesville Police Department,ROOSEVELT BROWN BLVD AT GROVE ST,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,33,Male,Y,Warning Issued,46.2-924,,N,N,,N,N,Other Virginia jurisdiction resident,
734481,10/3/2024 0:00,Charlottesville Police Department,EMMETT ST N,Charlottesville (103),Accident,Driver,White,Non-Hispanic or Latino,63,Male,Y,Citation/Summons,46.2-820,,N,N,,N,N,Resident of city/county of stop,
734482,10/3/2024 0:00,Charlottesville Police Department,SEMINOLE CT AT OUTBACK STEAKHOUSE PARKING LOT,Charlottesville (103),Traffic Violation,Driver,White,Hispanic or Latino,62,Female,N,Warning Issued,46.2-852,,N,N,,N,N,Other Virginia jurisdiction resident,
734483,10/3/2024 0:00,Charlottesville Police Department,900 ELLIOTT AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,77,Male,Y,Warning Issued,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
734484,10/3/2024 0:00,Charlottesville Police Department,2000 BARRACKS RD,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,18,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
734485,10/3/2024 0:00,Charlottesville Police Department,2000 BARRACKS RD,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,21,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Out of State resident,
734486,10/3/2024 0:00,Charlottesville Police Department,1400 GORDON AVE,Charlottesville (103),Traffic Violation,Driver,White,Hispanic or Latino,22,Female,Y,Warning Issued,46.2-830,,N,N,,N,N,Other Virginia jurisdiction resident,
734487,10/3/2024 0:00,Charlottesville Police Department,1400 GORDON AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,20,Female,Y,Warning Issued,46.2-830,,N,N,,N,N,Out of State resident,
734488,10/3/2024 0:00,Charlottesville Police Department,400 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,34,Male,Y,Warning Issued,46.2-878,,N,N,,N,N,Out of State resident,
734489,10/3/2024 0:00,Charlottesville Police Department,UNIVERSITY AVE AT 14TH ST NW,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,23,Female,Y,Warning Issued,46.2-852,,N,N,,N,N,Other Virginia jurisdiction resident,
734490,10/3/2024 0:00,Charlottesville Police Department,CARLTON AT RIVES,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,62,Female,Y,Warning Issued,46.2-830,,N,N,,N,N,Other Virginia jurisdiction resident,
734491,10/3/2024 0:00,Charlottesville Police Department,2000 BARRACKS RD,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,21,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Out of State resident,
734492,10/2/2024 0:00,Charlottesville Police Department,PRESTON AVE AT HARRIS ST,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,31,Female,Y,Warning Issued,46.2-833,,N,N,,N,N,Out of State resident,
734493,10/2/2024 0:00,Charlottesville Police Department,EMMET ST N AT MASSIE RD,Charlottesville (103),Traffic Violation,Driver,Asian or Native Hawaiian or Other Pacific Islander,Non-Hispanic or Latino,20,Female,Y,Warning Issued,46.2-833,,N,N,,N,N,Resident of city/county of stop,
734494,10/2/2024 0:00,Charlottesville Police Department,1000 5TH ST SW,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,52,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
734495,10/2/2024 0:00,Charlottesville Police Department,1000 5TH ST SW,Charlottesville (103),Traffic Violation,Driver,Unknown,Non-Hispanic or Latino,16,Male,Y,Warning Issued,46.2-875,,N,N,,N,N,Resident of city/county of stop,
734496,10/2/2024 0:00,Charlottesville Police Department,1000 5TH ST SW,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,51,Male,Y,Citation/Summons,46.2-875,,N,N,,N,N,Resident of city/county of stop,
734497,10/3/2024 0:00,Charlottesville Police Department,800 HARRIS ST,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,43,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
734498,10/3/2024 0:00,Charlottesville Police Department,RIDGE,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,31,Female,Y,Warning Issued,46.2-1565,,N,N,,N,N,Other Virginia jurisdiction resident,
734499,10/3/2024 0:00,Charlottesville Police Department,CARLTON AVE AT RIVES ST,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,43,Male,Y,Warning Issued,46.2-830,,N,N,,N,N,Resident of city/county of stop,
734500,10/2/2024 0:00,Charlottesville Police Department,250 BYPASS AT MCINTIRE RD,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,62,Female,Y,Warning Issued,46.2-862(I),,N,N,,N,N,Other Virginia jurisdiction resident,
734501,10/2/2024 0:00,Charlottesville Police Department,EMMET ST N AT BARRACKS RD,Charlottesville (103),Traffic Violation,Driver,White,Hispanic or Latino,41,Male,N,Citation/Summons,46.2-300,,N,N,,N,N,Out of State resident,
734502,10/15/2024 0:00,Charlottesville Police Department,233 4TH ST,Charlottesville (103),Accident,Driver,White,Non-Hispanic or Latino,85,Female,Y,Citation/Summons,46.2-853,,N,N,,N,N,Resident of city/county of stop,
734503,10/15/2024 0:00,Charlottesville Police Department,5TH ST SW AT HARRIS RD,Charlottesville (103),Traffic Violation,Passenger,White,Hispanic or Latino,23,Male,N,Warning Issued,46.2-915.2,,N,N,,N,N,Other Virginia jurisdiction resident,
734504,10/15/2024 0:00,Charlottesville Police Department,JOHN WARNER PKWY AT MCINTIRE RD,Charlottesville (103),Traffic Violation,Driver,White,Hispanic or Latino,43,Female,Y,Warning Issued,46.2-853,,N,N,,N,N,Other Virginia jurisdiction resident,
